name,country,city,address,phone,email,rating,review_count,maps_url,category,scraped_at,outreach_sent,digest_sent
Limerick Tiler,Ireland,Limerick,"19 Castlerock Mews, Coolbane, Castleconnell, Co. Limerick, V94 WCC7, Ireland ",+353 86 416 3140 ,,4.8,20,https://www.google.com/maps/place/Limerick+Tiler/data=!4m7!3m6!1s0x485b5f9a1a73d80f:0x580599c116c4848e!8m2!3d52.7081134!4d-8.5015736!16s%2Fg%2F11hzvds9yr!19sChIJD9hzGppfW0gRjoTEFsGZBVg?authuser=0&hl=en&rclk=1,tiler,2026-06-08T13:39:57.609887,,
Verza Tile Solutions,Ireland,Limerick,,+353 83 139 3933 ,,4.9,64,https://www.google.com/maps/place/Verza+Tile+Solutions/data=!4m7!3m6!1s0x485b5c0fd5feb6bf:0xe418b33e4bf26abe!8m2!3d52.7245009!4d-9.0388241!16s%2Fg%2F11j2xlhq37!19sChIJv7b-1Q9cW0gRvmrySz6zGOQ?authuser=0&hl=en&rclk=1,tiler,2026-06-08T13:39:57.609895,,
Gh plastering,Ireland,Limerick,"10 Meelick Rd, Ballynanty Beg, Limerick, V94 WVR7, Ireland ",+353 87 243 1631 ,,5.0,9,https://www.google.com/maps/place/Gh+plastering/data=!4m7!3m6!1s0x485b5d85567da79b:0xca9d8383b25e153c!8m2!3d52.6767243!4d-8.6437924!16s%2Fg%2F11lrhg_mhc!19sChIJm6d9VoVdW0gRPBVesoODnco?authuser=0&hl=en&rclk=1,plasterer,2026-06-08T13:46:37.380648,,
Cummins Plastering and Construction,Ireland,Limerick,"Roxley St Judes Park St Patricks Road, Limerick City Centre, Co. Limerick, Ireland ",+353 85 728 1868 ,,5.0,2,https://www.google.com/maps/place/Cummins+Plastering+and+Construction/data=!4m7!3m6!1s0x485b5c38bfedeb11:0x89ef2526590241d7!8m2!3d52.6608936!4d-8.6027422!16s%2Fg%2F11csszbp75!19sChIJEevtvzhcW0gR10ECWSYl74k?authuser=0&hl=en&rclk=1,plasterer,2026-06-08T13:46:37.380656,,
Johnny O'Dea Plastering and Painting.,Ireland,Limerick,"Barnakyle, Patrickswell, Co. Limerick, Ireland ",+353 87 994 9475 ,,5.0,5,https://www.google.com/maps/place/Johnny+O%27Dea+Plastering+and+Painting./data=!4m7!3m6!1s0x485b44e034d2597d:0xa37ad2255fee2b3c!8m2!3d52.5982214!4d-8.7068627!16s%2Fg%2F11bbrhlr9z!19sChIJfVnSNOBEW0gRPCvuXyXSeqM?authuser=0&hl=en&rclk=1,plasterer,2026-06-08T13:46:37.380659,,
All Access Landscaping and Paving,Ireland,Limerick,,+353 85 115 7672 ,,5.0,3,https://www.google.com/maps/place/All+Access+Landscaping+and+Paving/data=!4m7!3m6!1s0x485b5dd3c2c7592d:0xed55f752f95cd95c!8m2!3d52.5188158!4d-8.7619778!16s%2Fg%2F11j2cb6ty0!19sChIJLVnHwtNdW0gRXNlc-VL3Ve0?authuser=0&hl=en&rclk=1,landscaper,2026-06-08T13:56:12.078330,,
Jardim garden service,Ireland,Limerick,"8 Ballynanty Rd, Ballynanty, Limerick, V94 Y0YF, Ireland ",+353 83 206 4205 ,,5.0,3,https://www.google.com/maps/place/Jardim+garden+service/data=!4m7!3m6!1s0x485b5d056c4599dd:0xf0d6a0b95d9bf6cb!8m2!3d52.6758424!4d-8.6406066!16s%2Fg%2F11njrmzmql!19sChIJ3ZlFbAVdW0gRy_abXbmg1vA?authuser=0&hl=en&rclk=1,landscaper,2026-06-08T13:56:12.078337,,
Pat Franklin's Shoe Repair & Key Cutting,Ireland,Limerick,"71 Catherine St, Prior's-Land, Limerick, V94 H3C8, Ireland ",+353 61 312 773 ,,4.8,61,https://www.google.com/maps/place/Pat+Franklin%27s+Shoe+Repair+%26+Key+Cutting/data=!4m7!3m6!1s0x485b5c667ee42de3:0xdabcc61008856417!8m2!3d52.6624045!4d-8.6265539!16s%2Fg%2F11b66kgfdc!19sChIJ4y3kfmZcW0gRF2SFCBDGvNo?authuser=0&hl=en&rclk=1,locksmith,2026-06-08T14:04:45.078374,,
Mallow Street Shoe Repairs,Ireland,Limerick,"34 Upper Mallow St, Prior's-Land, Limerick, V94 H7W4, Ireland ",+353 85 724 8748 ,,4.7,52,https://www.google.com/maps/place/Mallow+Street+Shoe+Repairs/data=!4m7!3m6!1s0x485b5c638f3fd359:0x105ffba12a44e1d6!8m2!3d52.6599518!4d-8.6302573!16s%2Fg%2F11c5wntwr_!19sChIJWdM_j2NcW0gR1uFEKqH7XxA?authuser=0&hl=en&rclk=1,locksmith,2026-06-08T14:04:45.078382,,
Franklin's Shoe Store,Ireland,Limerick,"23 O'Connell St, Prior's-Land, Limerick, V94 VYX7, Ireland ",+353 61 609 210 ,,4.8,91,https://www.google.com/maps/place/Franklin%27s+Shoe+Store/data=!4m7!3m6!1s0x485b5d55448e8e61:0xd76291aa6275d1eb!8m2!3d52.6629649!4d-8.6274077!16s%2Fg%2F11nmmh9tb9!19sChIJYY6ORFVdW0gR69F1YqqRYtc?authuser=0&hl=en&rclk=1,locksmith,2026-06-08T14:04:45.078385,,
TSK Bricklaying PTY Ltd.,Australia,Toowoomba,"52 Rob St, Newtown QLD 4350, Australia ",+61 418 790 780 ,,5.0,1,https://www.google.com/maps/place/TSK+Bricklaying+PTY+Ltd./data=!4m7!3m6!1s0x6b9644c000000001:0xfbc50a41d2983140!8m2!3d-27.564306!4d151.923582!16s%2Fg%2F1v3khpk0!19sChIJAQAAAMBElmsRQDGY0kEKxfs?authuser=0&hl=en&rclk=1,bricklayer,2026-06-09T09:45:16.438414,,
Superior Block and Bricklaying,Australia,Toowoomba,"212 Tor St, Rockville QLD 4350, Australia ",+61 476 262 453 ,,5.0,2,https://www.google.com/maps/place/Superior+Block+and+Bricklaying/data=!4m7!3m6!1s0x6b965d2bcb9f233f:0xfdeb23c8f42c8fd8!8m2!3d-27.5353144!4d151.9327491!16s%2Fg%2F11vlr8tcxp!19sChIJPyOfyytdlmsR2I8s9Mgj6_0?authuser=0&hl=en&rclk=1,bricklayer,2026-06-09T09:45:16.438425,,
Cornerstone Brick and Pave,Australia,Toowoomba,,+61 472 655 931 ,,5.0,3,https://www.google.com/maps/place/Cornerstone+Brick+and+Pave/data=!4m7!3m6!1s0x6b965b8b31ae8ff7:0x366cd47650ac65a!8m2!3d-27.5735902!4d151.9268826!16s%2Fg%2F11jq2p876g!19sChIJ94-uMYtblmsRWsYKZUfNZgM?authuser=0&hl=en&rclk=1,bricklayer,2026-06-09T09:45:16.438429,,
Braun Earthworks,Australia,Toowoomba,,+61 430 444 168 ,,5.0,8,https://www.google.com/maps/place/Braun+Earthworks/data=!4m7!3m6!1s0x283251cb8e174eb9:0x11a6f78d8f9968df!8m2!3d-27.8960846!4d152.0001504!16s%2Fg%2F11l218bt3t!19sChIJuU4XjstRMigR32iZj433phE?authuser=0&hl=en&rclk=1,bricklayer,2026-06-09T09:45:16.438433,,
Eureka Plastering Pty Ltd,Australia,Toowoomba,"6 Kooroongah St, Toowoomba City QLD 4350, Australia ",+61 439 833 775 ,,5.0,2,https://www.google.com/maps/place/Eureka+Plastering+Pty+Ltd/data=!4m7!3m6!1s0x6b9158f8b5dfd7a3:0xfe0a0be3abdbbaac!8m2!3d-27.5515262!4d151.9743178!16s%2Fg%2F1wtbv1cc!19sChIJo9fftfhYkWsRrLrbq-MLCv4?authuser=0&hl=en&rclk=1,plasterer,2026-06-09T09:56:54.751650,,
Toowoomba Commercial Plastering,Australia,Toowoomba,"48 Clifford St, Toowoomba City QLD 4350, Australia ",+61 7 4632 2659 ,,0.0,0,https://www.google.com/maps/place/Toowoomba+Commercial+Plastering/data=!4m7!3m6!1s0x6b965c6f6c23cdc1:0xca007e79bf2040ab!8m2!3d-27.5651063!4d151.9468234!16s%2Fg%2F1tffdcgr!19sChIJwc0jbG9clmsRq0Agv3l-AMo?authuser=0&hl=en&rclk=1,plasterer,2026-06-09T09:56:54.751660,,
Peter Hore-Schroder Plasterer,Australia,Toowoomba,"29 James St, East Toowoomba QLD 4350, Australia ",+61 7 4613 0001 ,,0.0,0,https://www.google.com/maps/place/Peter+Hore-Schroder+Plasterer/data=!4m7!3m6!1s0x6b965c1ba350ecdd:0xffa20f14f43bcb7c!8m2!3d-27.5712765!4d151.9737401!16s%2Fg%2F1tdz4_sw!19sChIJ3exQoxtclmsRfMs79BQPov8?authuser=0&hl=en&rclk=1,plasterer,2026-06-09T09:56:54.751664,,
Trademark Landscapes,Australia,Toowoomba,"3 Charlotte St, Newtown QLD 4350, Australia ",+61 421 905 828 ,,5.0,8,https://www.google.com/maps/place/Trademark+Landscapes/data=!4m7!3m6!1s0x6b965c6b8e71d36d:0xf90249df386c14a1!8m2!3d-27.5519959!4d151.9427052!16s%2Fg%2F11b73jj005!19sChIJbdNxjmtclmsRoRRsON9JAvk?authuser=0&hl=en&rclk=1,landscaper,2026-06-09T10:04:50.799146,,
Cohoes,Australia,Toowoomba,"2A Prescott St, Toowoomba City QLD 4350, Australia ",+61 7 4632 7266 ,,4.7,59,https://www.google.com/maps/place/Cohoes/data=!4m7!3m6!1s0x6b965c6f3b2d1d93:0xd0fe8b6405936ebb!8m2!3d-27.5644302!4d151.9480188!16s%2Fg%2F1tptqsqz!19sChIJkx0tO29clmsRu26TBWSL_tA?authuser=0&hl=en&rclk=1,locksmith,2026-06-09T10:11:51.824419,,
Toowoomba Handyman Services,Australia,Toowoomba,"31 Cabarita Cres, Glenvale QLD 4350, Australia ",+61 452 420 065 ,,4.9,37,https://www.google.com/maps/place/Toowoomba+Handyman+Services/data=!4m7!3m6!1s0x6b12a53beab37ad9:0x5ebdef367537fbca!8m2!3d-27.5552125!4d151.9146403!16s%2Fg%2F11ddwr2zb0!19sChIJ2Xqz6julEmsRyvs3dTbvvV4?authuser=0&hl=en&rclk=1,handyman,2026-06-09T10:22:48.985569,,
Middle Ridge Handyman service,Australia,Toowoomba,"32 Madonna Cct, Middle Ridge QLD 4350, Australia ",+61 493 329 283 ,,5.0,23,https://www.google.com/maps/place/Middle+Ridge+Handyman+service/data=!4m7!3m6!1s0x6b965b9452d7ed99:0x521ff8eb1ad8fdbf!8m2!3d-27.5987868!4d151.9549405!16s%2Fg%2F11wwymdh53!19sChIJme3XUpRblmsRv_3YGuv4H1I?authuser=0&hl=en&rclk=1,handyman,2026-06-09T10:22:48.985577,,
Quality Pro Handyman & Painting Services,Australia,Toowoomba,"4 Meares St, Kearneys Spring QLD 4350, Australia ",+61 414 143 557 ,,5.0,4,https://www.google.com/maps/place/Quality+Pro+Handyman+%26+Painting+Services/data=!4m7!3m6!1s0x61281c291c7a0db1:0x7c458279d41cee26!8m2!3d-27.6121972!4d151.9411927!16s%2Fg%2F11ys22zsz9!19sChIJsQ16HCkcKGERJu4c1HmCRXw?authuser=0&hl=en&rclk=1,handyman,2026-06-09T10:22:48.985580,,
Handyman For You,Australia,Toowoomba,"235A South St, Wilsonton Heights QLD 4350, Australia ",,,5.0,1,https://www.google.com/maps/place/Handyman+For+You/data=!4m7!3m6!1s0x6b965c77ad06aaab:0x9f3949c2bc3edcfc!8m2!3d-27.5777991!4d151.9490302!16s%2Fg%2F11tbz5d_01!19sChIJq6oGrXdclmsR_Nw-vMJJOZ8?authuser=0&hl=en&rclk=1,handyman,2026-06-09T10:22:48.985583,,
Phil the Handyguy,Australia,Toowoomba,,+61 498 188 246 ,,5.0,19,https://www.google.com/maps/place/Phil+the+Handyguy/data=!4m7!3m6!1s0x6b965dea9c13841b:0x38a57d1a2ab94c9b!8m2!3d-27.5735902!4d151.9268826!16s%2Fg%2F11r7wy1kq1!19sChIJG4QTnOpdlmsRm0y5Khp9pTg?authuser=0&hl=en&rclk=1,handyman,2026-06-09T10:22:48.985585,,
Daddy Srix,Australia,Toowoomba,"8A Argyle St, East Toowoomba QLD 4350, Australia ",,,5.0,2,https://www.google.com/maps/place/Daddy+Srix/data=!4m7!3m6!1s0x6b965d78c275e255:0x184bddfcdebb2561!8m2!3d-27.5654692!4d151.964674!16s%2Fg%2F11y00n3kdf!19sChIJVeJ1wnhdlmsRYSW73vzdSxg?authuser=0&hl=en&rclk=1,handyman,2026-06-09T10:22:48.985588,,
Josho’s Driving School,Australia,Toowoomba,"Toowoomba City QLD 4350, Australia ",+61 400 733 231 ,,4.7,15,https://www.google.com/maps/place/Josho%E2%80%99s+Driving+School/data=!4m7!3m6!1s0x6b965d8562f07e35:0xc316dc9876f00050!8m2!3d-27.5610104!4d151.9534656!16s%2Fg%2F11rljj97zb!19sChIJNX7wYoVdlmsRUADwdpjcFsM?authuser=0&hl=en&rclk=1,driving instructor,2026-06-09T10:30:45.067789,,
ALL CARPET CLEANSING,Australia,Toowoomba,"18 Ranfurly St, Newtown QLD 4350, Australia ",+61 432 238 088 ,,5.0,14,https://www.google.com/maps/place/ALL+CARPET+CLEANSING/data=!4m7!3m6!1s0x6b965d8c75affd8b:0xc608f8029034a720!8m2!3d-27.5512435!4d151.9395023!16s%2Fg%2F11yfznlk8h!19sChIJi_2vdYxdlmsRIKc0kAL4CMY?authuser=0&hl=en&rclk=1,carpet cleaner,2026-06-09T10:47:32.714621,,
The Complete Cleaning,Australia,Toowoomba,"35 Renshaw Cres, Kearneys Spring QLD 4350, Australia ",+61 470 558 002 ,,4.8,37,https://www.google.com/maps/place/The+Complete+Cleaning/data=!4m7!3m6!1s0x6b965b6c7eb723f1:0xca4fc5376c6a3427!8m2!3d-27.6147829!4d151.9396089!16s%2Fg%2F11fnr8rtdw!19sChIJ8SO3fmxblmsRJzRqbDfFT8o?authuser=0&hl=en&rclk=1,window cleaner,2026-06-09T10:56:52.167951,,
Toowoomba Lawn and Yard Care,Australia,Toowoomba,"41 Sunset Dr, Glenvale QLD 4350, Australia ",+61 408 400 821 ,,4.7,11,https://www.google.com/maps/place/Toowoomba+Lawn+and+Yard+Care/data=!4m7!3m6!1s0x8b777d229effddb7:0x3174cd18214903de!8m2!3d-27.576722!4d151.9080819!16s%2Fg%2F11tj2tw92c!19sChIJt93_niJ9d4sR3gNJIRjNdDE?authuser=0&hl=en&rclk=1,gardener,2026-06-09T11:04:04.876840,,
Mark Squire Roof Restorations,Australia,Ballarat,"4 Eureka Terrace, Ballarat East VIC 3350, Australia ",+61 400 058 842 ,,5.0,3,https://www.google.com/maps/place/Mark+Squire+Roof+Restorations/data=!4m7!3m6!1s0x6ad14f6f1ed55351:0x8304761a9f2314a!8m2!3d-37.5664757!4d143.8978029!16s%2Fg%2F11fzsdqb0v!19sChIJUVPVHm9P0WoRSjHyqWFHMAg?authuser=0&hl=en&rclk=1,roofer,2026-06-09T11:12:17.774901,,
Mcnaughton bricklaying,Australia,Ballarat,"La Trobe St, Delacombe VIC 3356, Australia ",+61 473 752 792 ,,5.0,3,https://www.google.com/maps/place/Mcnaughton+bricklaying/data=!4m7!3m6!1s0x6ad143155bc12293:0x27433fa90b122a0a!8m2!3d-37.5710616!4d143.8209722!16s%2Fg%2F11vt7qhgcj!19sChIJkyLBWxVD0WoRCioSC6k_Qyc?authuser=0&hl=en&rclk=1,bricklayer,2026-06-09T11:24:36.641813,,
S.P Brickworks and Property Solutions,Australia,Ballarat,,+61 409 802 567 ,,5.0,6,https://www.google.com/maps/place/S.P+Brickworks+and+Property+Solutions/data=!4m7!3m6!1s0x809614d6e76b819f:0x8a336f3d9ee2dd6c!8m2!3d-37.567452!4d143.8527408!16s%2Fg%2F11y685hpc4!19sChIJn4Fr59YUloARbN3inj1vM4o?authuser=0&hl=en&rclk=1,bricklayer,2026-06-09T11:24:36.641821,,
Bricklaying Department,Australia,Ballarat,"3 Yuille St, Ballarat Central VIC 3350, Australia ",,,0.0,0,https://www.google.com/maps/place/Bricklaying+Department/data=!4m7!3m6!1s0x6ad144587eaa12df:0xeab3bc12c8bfc75d!8m2!3d-37.5586805!4d143.8538882!16s%2Fg%2F11kn70vc9m!19sChIJ3xKqflhE0WoRXce_yBK8s-o?authuser=0&hl=en&rclk=1,bricklayer,2026-06-09T11:24:36.641824,,
Anderson Bricklaying,Australia,Ballarat,"11 Cahill Cl, Lucas VIC 3350, Australia ",,,0.0,0,https://www.google.com/maps/place/Anderson+Bricklaying/data=!4m7!3m6!1s0x6ad143cacaf144dd:0xf7fd93e24fc42c6f!8m2!3d-37.5504667!4d143.7817746!16s%2Fg%2F11r0x6tjqp!19sChIJ3UTxyspD0WoRbyzET-KT_fc?authuser=0&hl=en&rclk=1,bricklayer,2026-06-09T11:24:36.641827,,
Michael's Tiling,Australia,Ballarat,,+61 425 718 370 ,,4.6,10,https://www.google.com/maps/place/Michael%27s+Tiling/data=!4m7!3m6!1s0x6ad1448dc5870513:0x6e16157ebbceca18!8m2!3d-37.5833504!4d143.8412003!16s%2Fg%2F1232_0jg4!19sChIJEwWHxY1E0WoRGMrOu34VFm4?authuser=0&hl=en&rclk=1,tiler,2026-06-09T11:33:39.188678,,
Tiling Ballarat,Australia,Ballarat,"22 Walker St, Sebastopol VIC 3356, Australia ",+61 400 118 169 ,,0.0,0,https://www.google.com/maps/place/Tiling+Ballarat/data=!4m7!3m6!1s0x6ad144b149b5825d:0x5e9e4b70bd98867d!8m2!3d-37.5953536!4d143.8428075!16s%2Fg%2F1tdh3_hz!19sChIJXYK1SbFE0WoRfYaYvXBLnl4?authuser=0&hl=en&rclk=1,tiler,2026-06-09T11:33:39.188686,,
Plastering ballarat,Australia,Ballarat,"Ballarat Central VIC 3350, Australia ",+61 404 406 514 ,,1.0,1,https://www.google.com/maps/place/Plastering+ballarat/data=!4m7!3m6!1s0x6ad1450041a471cd:0xac6bd4dc8756e810!8m2!3d-37.5621587!4d143.8502556!16s%2Fg%2F11vqj6p98d!19sChIJzXGkQQBF0WoREOhWh9zUa6w?authuser=0&hl=en&rclk=1,plasterer,2026-06-09T11:42:16.567439,,
Pro Plaster Repairs Ballarat,Australia,Ballarat,,+61 413 671 019 ,,5.0,13,https://www.google.com/maps/place/Pro+Plaster+Repairs+Ballarat/data=!4m7!3m6!1s0xf21549436ceda73:0xe61e49145a4dc02c!8m2!3d-37.567452!4d143.8527408!16s%2Fg%2F11t7tm5d_5!19sChIJc9rONpRUIQ8RLMBNWhRJHuY?authuser=0&hl=en&rclk=1,plasterer,2026-06-09T11:42:16.567447,,
Lock -U-Up Locksmiths,Australia,Ballarat,"13 Armstrong St N, Ballarat Central VIC 3350, Australia ",+61 53312244 ,,4.3,6,https://www.google.com/maps/place/Lock+-U-Up+Locksmiths/data=!4m7!3m6!1s0x6ad144f7f47d2d3d:0x806f9b33418b2306!8m2!3d-37.5607413!4d143.8562138!16s%2Fg%2F11c3sqcp34!19sChIJPS199PdE0WoRBiOLQTObb4A?authuser=0&hl=en&rclk=1,locksmith,2026-06-09T11:59:12.443769,,
Jim's Handyman Ballarat,Australia,Ballarat,,+61 131546 ,,5.0,7,https://www.google.com/maps/place/Jim%27s+Handyman+Ballarat/data=!4m7!3m6!1s0x6ad14304d62be267:0x47b69a28607b66d7!8m2!3d-37.4576864!4d143.8161972!16s%2Fg%2F11mv_bzgmc!19sChIJZ-Ir1gRD0WoR12Z7YCiatkc?authuser=0&hl=en&rclk=1,handyman,2026-06-09T12:10:15.556721,,
Nathan's All-Round Jobs & Maintenance,Australia,Ballarat,"4 Ashley Ct, Alfredton VIC 3350, Australia ",+61 407 069 616 ,,5.0,1,https://www.google.com/maps/place/Nathan%27s+All-Round+Jobs+%26+Maintenance/data=!4m7!3m6!1s0x6ad1440925505db7:0x7a94bb0e1c44020d!8m2!3d-37.5513162!4d143.7927083!16s%2Fg%2F1tg9n86k!19sChIJt11QJQlE0WoRDQJEHA67lHo?authuser=0&hl=en&rclk=1,handyman,2026-06-09T12:10:15.556727,,
KnuWhizz Cleaning Services,Australia,Ballarat,"216 Creswick Rd, Ballarat Central VIC 3350, Australia ",+61 400 002 320 ,,4.9,13,https://www.google.com/maps/place/KnuWhizz+Cleaning+Services/data=!4m7!3m6!1s0x6ad1445bbedc4c05:0xde5a7ca73443a991!8m2!3d-37.5527505!4d143.8518294!16s%2Fg%2F11bx42k0rj!19sChIJBUzcvltE0WoRkalDNKd8Wt4?authuser=0&hl=en&rclk=1,carpet cleaner,2026-06-09T12:36:17.037562,,
Carpet Cleaning Ballarat,Australia,Ballarat,"43 Foundry Wy, Ballarat Central VIC 3350, Australia ",+61 3 8000 5263 ,,5.0,6,https://www.google.com/maps/place/Carpet+Cleaning+Ballarat/data=!4m7!3m6!1s0x6ad145005aac23d3:0x516c927278ca1e24!8m2!3d-37.5626603!4d143.8618044!16s%2Fg%2F11x1kx5j4t!19sChIJ0yOsWgBF0WoRJB7KeHKSbFE?authuser=0&hl=en&rclk=1,carpet cleaner,2026-06-09T12:36:17.037573,,
Mitch Carpet Cleaning,Australia,Ballarat,"Nelson St, Ballarat East VIC 3350, Australia ",+61 3 9119 0498 ,,4.9,9,https://www.google.com/maps/place/Mitch+Carpet+Cleaning/data=!4m7!3m6!1s0x6ad145511e3f6dcf:0x1371d6b6ca219b3b!8m2!3d-37.5570513!4d143.8786488!16s%2Fg%2F11ph6vt0h2!19sChIJz20_HlFF0WoRO5shyrbWcRM?authuser=0&hl=en&rclk=1,carpet cleaner,2026-06-09T12:36:17.037577,,
Micks Pressure Washing Ballarat,Australia,Ballarat,,+61 497 889 984 ,,5.0,46,https://www.google.com/maps/place/Micks+Pressure+Washing+Ballarat/data=!4m7!3m6!1s0x6ad1450f95108a49:0x175468145c5954c7!8m2!3d-37.514!4d143.9521947!16s%2Fg%2F11fnq3_y73!19sChIJSYoQlQ9F0WoRx1RZXBRoVBc?authuser=0&hl=en&rclk=1,window cleaner,2026-06-09T12:46:11.961486,,
Sparkling View,Australia,Ballarat,,+61 491 141 202 ,,4.9,47,https://www.google.com/maps/place/Sparkling+View/data=!4m7!3m6!1s0x6ad1447770c0113d:0x20aba5a42ef58cc3!8m2!3d-36.5699212!4d145.4691789!16s%2Fg%2F11c329vwx7!19sChIJPRHAcHdE0WoRw4z1LqSlqyA?authuser=0&hl=en&rclk=1,window cleaner,2026-06-09T12:46:11.961494,,
Cut'N' The Green Gardening Services,Australia,Ballarat,,+61 423 234 805 ,,5.0,20,https://www.google.com/maps/place/Cut%27N%27+The+Green+Gardening+Services/data=!4m7!3m6!1s0x2ddc9b52b71c8a35:0x4a1e47f83a01e22a!8m2!3d-37.567452!4d143.8527408!16s%2Fg%2F11sc_6k83d!19sChIJNYoct1Kb3C0RKuIBOvhHHko?authuser=0&hl=en&rclk=1,gardener,2026-06-09T12:56:06.205482,,
T&T Roofing bendigo,Australia,Bendigo,"Bendigo VIC 3550, Australia ",,,0.0,0,https://www.google.com/maps/place/T%26T+Roofing+bendigo/data=!4m7!3m6!1s0x6ad759003ac3cfad:0xfd69ef272008ab7c!8m2!3d-36.7596196!4d144.2785764!16s%2Fg%2F11xh4f6nqk!19sChIJrc_DOgBZ12oRfKsIICfvaf0?authuser=0&hl=en&rclk=1,roofer,2026-06-09T13:06:42.443538,,
Central Victorian Bricklaying Services,Australia,Bendigo,"162 Condon St, Kennington VIC 3550, Australia ",+61 419 892 166 ,,2.3,3,https://www.google.com/maps/place/Central+Victorian+Bricklaying+Services/data=!4m7!3m6!1s0x6ad75979618f730b:0x71ea78b54feff4d6!8m2!3d-36.775457!4d144.3083411!16s%2Fg%2F11cnxsqy1v!19sChIJC3OPYXlZ12oR1vTvT7V46nE?authuser=0&hl=en&rclk=1,bricklayer,2026-06-09T13:15:39.369934,,
Bendigo Bricklaying,Australia,Bendigo,"127 MacDougall Rd, Golden Gully VIC 3555, Australia ",+61 408 848 254 ,,0.0,0,https://www.google.com/maps/place/Bendigo+Bricklaying/data=!4m7!3m6!1s0x6ad75a74fac0de31:0xf2b40b8a433a989f!8m2!3d-36.7865273!4d144.2624995!16s%2Fg%2F1tjxft53!19sChIJMd7A-nRa12oRn5g6Q4oLtPI?authuser=0&hl=en&rclk=1,bricklayer,2026-06-09T13:15:39.369942,,
Pro Masonry Bricklaying,Australia,Bendigo,,+61 474 523 254 ,,5.0,1,https://www.google.com/maps/place/Pro+Masonry+Bricklaying/data=!4m7!3m6!1s0x281f24261deb4407:0x82bd435425fd3d37!8m2!3d-36.5699212!4d145.4691789!16s%2Fg%2F11ldlrb0db!19sChIJB0TrHSYkHygRNz39JVRDvYI?authuser=0&hl=en&rclk=1,bricklayer,2026-06-09T13:15:39.369944,,
Bendigo Pro Bricklayers,Australia,Bendigo,"8 Camden Way, Strathfieldsaye VIC 3551, Australia ",+61 3 4420 4791 ,,0.0,0,https://www.google.com/maps/place/Bendigo+Pro+Bricklayers/data=!4m7!3m6!1s0x6ad75d413bc798d5:0x1d98cba837ca40aa!8m2!3d-36.8118373!4d144.3505908!16s%2Fg%2F11qp2vzhv8!19sChIJ1ZjHO0Fd12oRqkDKN6jLmB0?authuser=0&hl=en&rclk=1,bricklayer,2026-06-09T13:15:39.369947,,
Bendigo Tiling Contractors,Australia,Bendigo,"7 Cambridge Cres, White Hills VIC 3550, Australia ",+61 490 286 418 ,,3.0,2,https://www.google.com/maps/place/Bendigo+Tiling+Contractors/data=!4m7!3m6!1s0x6ad7598555555555:0x4b87b1129a284f86!8m2!3d-36.7324074!4d144.3034051!16s%2Fg%2F1vhlyb64!19sChIJVVVVVYVZ12oRhk8omhKxh0s?authuser=0&hl=en&rclk=1,tiler,2026-06-09T13:24:58.390913,,
Michael Greenwood Floor & Wall Tiling,Australia,Bendigo,"17 Tomkinson Dr, Golden Square VIC 3555, Australia ",,,5.0,1,https://www.google.com/maps/place/Michael+Greenwood+Floor+%26+Wall+Tiling/data=!4m7!3m6!1s0x6ad751cc87ee23ed:0x625c7fd7ee274336!8m2!3d-36.7737211!4d144.2478088!16s%2Fg%2F11fnqjrn_5!19sChIJ7SPuh8xR12oRNkMn7td_XGI?authuser=0&hl=en&rclk=1,tiler,2026-06-09T13:24:58.390919,,
Nick The Tiler,Australia,Bendigo,,+61 402 152 946 ,,3.9,7,https://www.google.com/maps/place/Nick+The+Tiler/data=!4m7!3m6!1s0x6ad75704f166b3f3:0x199a50906e6adddb!8m2!3d-36.7587424!4d144.1765018!16s%2Fg%2F11fr4synzs!19sChIJ87Nm8QRX12oR291qbpBQmhk?authuser=0&hl=en&rclk=1,tiler,2026-06-09T13:24:58.390921,,
Joe Joe Masonry & Stucco Ltd.,Canada,Kelowna,"1116 Ray Rd, Kelowna, BC V1X 6R5, Canada ",+1 778-251-9977 ,,5.0,1,https://www.google.com/maps/place/Joe+Joe+Masonry+%26+Stucco+Ltd./data=!4m7!3m6!1s0xaf779e26a81ee9c9:0x560347d4bc5a14d2!8m2!3d49.875102!4d-119.3657395!16s%2Fg%2F11xh5n608j!19sChIJyekeqCaed68R0hRavNRHA1Y?authuser=0&hl=en&rclk=1,bricklayer,2026-06-10T10:13:29.589340,,
Wildstone Masonry Ltd,Canada,Kelowna,"3677 BC-97 #112, Kelowna, BC V1X 5C3, Canada ",+1 250-826-5155 ,,5.0,4,https://www.google.com/maps/place/Wildstone+Masonry+Ltd/data=!4m7!3m6!1s0x537d8b5e68484f3f:0x922805a952564ab0!8m2!3d49.9152237!4d-119.3903782!16s%2Fg%2F11fk157xf3!19sChIJP09IaF6LfVMRsEpWUqkFKJI?authuser=0&hl=en&rclk=1,bricklayer,2026-06-10T10:13:29.589349,,
